District/Town,Province,Country,Lat,Long
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
Sayedpur,Rangpur,Bangladesh,,
"East baid, BRRI farm",Dhaka,Bangladesh,,
"East baid, BRRI farm",Dhaka,Bangladesh,,
"East baid, BRRI farm",Dhaka,Bangladesh,,
"East baid, BRRI farm",Dhaka,Bangladesh,,
"East baid, BRRI farm",Dhaka,Bangladesh,,
Sayedpur,Rangpur,Bangladesh,,
Blast Nursery,Dhaka,Bangladesh,,
Blast Nursery,Dhaka,Bangladesh,,
Blast Nursery,Dhaka,Bangladesh,,
Singra,Rajshahi,Bangladesh,,
Natore sadar,Rajshahi,Bangladesh,,
Chilmari,Rangpur,Bangladesh,,
Pabna sadar,Rajshahi,Bangladesh,,
Ishwardi,Rajshahi,Bangladesh,,
Ishwardi,Rajshahi,Bangladesh,,
Ishwardi,Rajshahi,Bangladesh,,
Ishwardi,Rajshahi,Bangladesh,,
Patgram,Rangpur,Bangladesh,,
Patgram,Rangpur,Bangladesh,,
Patgram,Rangpur,Bangladesh,,
Chilmari,Rangpur,Bangladesh,,
Shibgonj,Rajshahi,Bangladesh,,
Shibgonj,Rajshahi,Bangladesh,,
Kanshat,Rajshahi,Bangladesh,,
Rohanpur,Rajshahi,Bangladesh,,
Ghior,Dhaka,Bangladesh,,
Pirgonj,Rangpur,Bangladesh,,
Nageshwari,Rangpur,Bangladesh,,
Jhitka,Dhaka,Bangladesh,,
Jhitka,Dhaka,Bangladesh,,
Shaturia,Dhaka,Bangladesh,,
Shaturia,Dhaka,Bangladesh,,
Shaturia,Dhaka,Bangladesh,,
Savar,Dhaka,Bangladesh,,
Savar,Dhaka,Bangladesh,,
Savar,Dhaka,Bangladesh,,
Savar,Dhaka,Bangladesh,,
Savar,Dhaka,Bangladesh,,
Nageshwari,Rangpur,Bangladesh,,
Louhajang,Dhaka,Bangladesh,,
Louhajang,Dhaka,Bangladesh,,
Mirkadim,Dhaka,Bangladesh,,
Mirkadim,Dhaka,Bangladesh,,
Mirkadim,Dhaka,Bangladesh,,
Kolaroa,Khulna,Bangladesh,,
Kolaroa,Khulna,Bangladesh,,
Kolaroa,Khulna,Bangladesh,,
Tala,Khulna,Bangladesh,,
Tala,Khulna,Bangladesh,,
Ulipur,Rangpur,Bangladesh,,
Tala,Khulna,Bangladesh,,
Tala,Khulna,Bangladesh,,
Chaksree,Khulna,Bangladesh,,
Chaksree,Khulna,Bangladesh,,
Chaksree,Khulna,Bangladesh,,
Fakirhat,Khulna,Bangladesh,,
Fakirhat,Khulna,Bangladesh,,
Fakirhat,Khulna,Bangladesh,,
Bunagati,Khulna,Bangladesh,,
Bunagati,Khulna,Bangladesh,,
Ulipur,Rangpur,Bangladesh,,
Arpara,Khulna,Bangladesh,23.3611285,89.388113
Arpara,Khulna,Bangladesh,23.3611285,89.388113
Norail sadar,Khulna,Bangladesh,,
Norail sadar,Khulna,Bangladesh,,
Norail sadar,Khulna,Bangladesh,,
Bahubol,Sylhet,Bangladesh,NA,NA
Bahubol,Sylhet,Bangladesh,NA,NA
Bahubol,Sylhet,Bangladesh,NA,NA
Chunarughat,Sylhet,Bangladesh,,
Chunarughat,Sylhet,Bangladesh,,
Nobogonj,Sylhet,Bangladesh,,
Challisa,Mymensingh,Bangladesh,,
Challisa,Mymensingh,Bangladesh,,
Purbadhala,Mymensingh,Bangladesh,,
Purbadhala,Mymensingh,Bangladesh,,
Purbadhala,Mymensingh,Bangladesh,,
Natrokona sadar,Mymensingh,Bangladesh,,
Sherpur sadar,Mymensingh,Bangladesh,,
Sherpur sadar,Mymensingh,Bangladesh,,
Sherpur sadar,Mymensingh,Bangladesh,,
Nakla,Mymensingh,Bangladesh,,
Nakla,Mymensingh,Bangladesh,,
Nalitabari,Mymensingh,Bangladesh,,
Nalitabari,Mymensingh,Bangladesh,,
Islampur,Mymensingh,Bangladesh,,
Islampur,Mymensingh,Bangladesh,,
Islampur,Mymensingh,Bangladesh,,
Islampur,Mymensingh,Bangladesh,,
Jamalpur sadar,Mymensingh,Bangladesh,,
Jamalpur sadar,Mymensingh,Bangladesh,,
Jamalpur sadar,Mymensingh,Bangladesh,,
Monirampur,Khulna,Bangladesh,,
Monirampur,Khulna,Bangladesh,,
Monirampur,Khulna,Bangladesh,,
Sadar,Khulna,Bangladesh,,
Sadar,Khulna,Bangladesh,,
Keshobpur,Khulna,Bangladesh,,
Keshobpur,Khulna,Bangladesh,,
Tanore,Rajshahi,Bangladesh,,
Tanore,Rajshahi,Bangladesh,,
Birgonj,Rangpur,Bangladesh,,
Tanore,Rajshahi,Bangladesh,,
Poba,Rajshahi,Bangladesh,,
Poba,Rajshahi,Bangladesh,,
Baghmara,Rajshahi,Bangladesh,25.0392621,89.0076335
Baghmara,Rajshahi,Bangladesh,25.0392621,89.0076335
Akkelpur,Rajshahi,Bangladesh,24.9667025,89.0169358
Akkelpur,Rajshahi,Bangladesh,24.9667025,89.0169358
Panchbibi,Rajshahi,Bangladesh,,
Panchbibi,Rajshahi,Bangladesh,,
Jaypurhat sadar,Rajshahi,Bangladesh,,
Birgonj,Rangpur,Bangladesh,,
Jaypurhat sadar,Rajshahi,Bangladesh,,
Pirgonj,Rangpur,Bangladesh,,
Pirgonj,Rangpur,Bangladesh,,
Sadar,Rangpur,Bangladesh,,
Sadar,Rangpur,Bangladesh,,
Meherpur sadar,Khulna,Bangladesh,,
Meherpur sadar,Khulna,Bangladesh,,
Muradnagar,Chittagong,Bangladesh,,
Birampur,Rangpur,Bangladesh,,
Muradnagar,Chittagong,Bangladesh,,
"West baid, BRRI",Dhaka,Bangladesh,,
"BRRI R/S, Rangpur",Rangpur,Bangladesh,,
"BRRI R/S, Rangpur",Rangpur,Bangladesh,,
"Shiyaldanga, Sadar",Khulna,Bangladesh,,
Dumuriya,Khulna,Bangladesh,,
Dumuriya,Khulna,Bangladesh,,
Kapasia,Dhaka,Bangladesh,,
Sayedpur,Rangpur,Bangladesh,,
Kotiyadi,Dhaka,Bangladesh,,
Atrai,Rajshahi,Bangladesh,25.0417913,88.74478
Borura,Chittagong,Bangladesh,,
Kaligonj,Dhaka,Bangladesh,,
Horispur,Rajshahi,Bangladesh,,
Mujibnagar,Khulna,Bangladesh,,
Mujibnagar,Khulna,Bangladesh,,
Goforgao,Mymensingh,Bangladesh,,
Trishal,Mymensingh,Bangladesh,,
Atrai,Rajshahi,Bangladesh,25.0417913,88.74478
Potnitola,Rajshahi,Bangladesh,,
Raninagar,Rajshahi,Bangladesh,,
Naogoan sadar,Rajshahi,Bangladesh,,
Subang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Elenga,Dhaka,Bangladesh,,
Subang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Gorai,Dhaka,Bangladesh,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Dubail,Dhaka,Bangladesh,,
Karawang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Dubail,Dhaka,Bangladesh,,
Purwakarta,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Dubail,Dhaka,Bangladesh,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Jamtoil,Rajshahi,Bangladesh,,
Pandeglang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Karawang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Pandeglang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Jamtoil,Rajshahi,Bangladesh,,
Nolka,Rajshahi,Bangladesh,,
Narowal,Punjab,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Sirajgonj sadar,Rajshahi,Bangladesh,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Ullapara,Rajshahi,Bangladesh,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Kumurkhali,Khulna,Bangladesh,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Kumurkhali,Khulna,Bangladesh,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Kumurkhali,Khulna,Bangladesh,,
Sheikhupura,Punjab,Pakistan,,
Narowal,Punjab,Pakistan,,
Narowal,Punjab,Pakistan,,
Sheikhupura,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Mirpur,Khulna,Bangladesh,,
Gujranwala,Punjab,Pakistan,,
Sheikhupura,Punjab,Pakistan,,
Narowal,Punjab,Pakistan,,
Narowal,Punjab,Pakistan,,
Sheikhupura,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Mithapukur,Rangpur,Bangladesh,,
Mirpur,Khulna,Bangladesh,,
Sialkot,Punjab,Pakistan,,
Punjab,Punjab,Pakistan,,
Faisalabad,Punjab,Pakistan,,
Faisalabad,Punjab,Pakistan,,
Nankana Sahib,Punjab,Pakistan,,
Nankana Sahib,Punjab,Pakistan,,
Nankana Sahib,Punjab,Pakistan,,
Sahiwal,Punjab,Pakistan,,
Sahiwal,Punjab,Pakistan,,
"Muridke, Sheikhupura",Punjab,Pakistan,,
Mirpur,Khulna,Bangladesh,,
Hafizabad,Punjab,Pakistan,,
Kasur,Punjab,Pakistan,,
Kasur,Punjab,Pakistan,,
"Narang Mandi, Sheikhupura",Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Punjab,Punjab,Pakistan,,
Faisalabad,Punjab,Pakistan,,
Faisalabad,Punjab,Pakistan,,
Nankana Sahib,Punjab,Pakistan,,
Nankana Sahib,Punjab,Pakistan,,
Bheramara,Khulna,Bangladesh,,
Nankana Sahib,Punjab,Pakistan,,
Sahiwal,Punjab,Pakistan,,
Sahiwal,Punjab,Pakistan,,
"Muridke, Sheikhupura",Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Kasur,Punjab,Pakistan,,
Kasur,Punjab,Pakistan,,
"Narang Mandi, Sheikhupura",Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Bheramara,Khulna,Bangladesh,,
Poradah,Khulna,Bangladesh,,
Sahiwal,Punjab,Pakistan,,
Sherpur,Rajshahi,Bangladesh,,
Sahiwal,Punjab,Pakistan,,
"Muridke, Sheikhupura",Punjab,Pakistan,,
"Muridke, Sheikhupura",Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Kasur,Punjab,Pakistan,,
Faisalabad,Punjab,Pakistan,,
"Kala Shah Kako, Sheikhupura",Punjab,Pakistan,,
"Kala Shah Kako, Sheikhupura",Punjab,Pakistan,,
Nandigram,Rajshahi,Bangladesh,,
"Kala Shah Kako, Sheikhupura",Punjab,Pakistan,,
"Kala Shah Kako, Sheikhupura",Punjab,Pakistan,,
Morafeno,Sofia,Madagascar,,
Bagura Sadar,Rajshahi,Bangladesh,NA,NA
Lukenge,Morogoro Region,Tanzania,,
Mohastan,Rajshahi,Bangladesh,,
Mohastan,Rajshahi,Bangladesh,,
Hai Phong,Hai Phong City,Vietnam,,
NA,NA,Indonesia,,
NA,NA,Malaysia,,
NA,NA,Nepal,,
NA,NA,Philippines,,
Hai Phong,Hai Phong City,Vietnam,,
"BRRI R/S, Bhanga",Dhaka,Bangladesh,,
"BRRI R/S, Bhanga",Dhaka,Bangladesh,,
"BRRI R/S, Bhanga",Dhaka,Bangladesh,,
Burichong,Chittagong,Bangladesh,,
"BRRI R/S, Bhanga",Dhaka,Bangladesh,,
Madhukhali,Dhaka,Bangladesh,,
Hossainpur,Dhaka,Bangladesh,,
Hossainpur,Dhaka,Bangladesh,,
Burichong,Chittagong,Bangladesh,,
Kishoregonj sadar,Dhaka,Bangladesh,,
Kishoregonj sadar,Dhaka,Bangladesh,,
BAU campus,Mymensingh,Bangladesh,,
BAU campus,Mymensingh,Bangladesh,,
Trishal,Mymensingh,Bangladesh,,
Sialkot,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Narowal,Punjab,Pakistan,,
Sajawal,Sindh,Pakistan,,
Sialkot,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Narowal,Punjab,Pakistan,,
Badin,Sindh,Pakistan,24.65936175,68.84453797
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Narowal,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Gujranwala,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Narowal,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Narowal,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Sialkot,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Sialkot,Punjab,Pakistan,,
Sheikupura,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Sialkot,Punjab,Pakistan,,
Sheikupura,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Sialkot,Punjab,Pakistan,,
TM Khan,Sindh,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Sialkot,Punjab,Pakistan,,
Shikarpur,Sindh,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Sialkot,Punjab,Pakistan,,
TM Khan,Sindh,Pakistan,,
Trinidad,Bohol,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
Bacnotan,La Union,Philippines,16.7202558,120.3525941
NA,NA,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Mangaldan,Pangasinan,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
Tubo,Abra,Philippines,,
NA,NA,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Buenavista,Agusan del Norte,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Munoz,Nueva Ecija,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Mangaldan,Pangasinan,Philippines,,
Tubo,Abra,Philippines,,
NA,NA,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Nabunturan,Compostela Valley,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Buenavista,Agusan del Norte,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Buenavista,Agusan del Norte,Philippines,,
Opol,Misamis Oriental,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Mawab,Compostela Valley,Philippines,,
Mawab,Compostela Valley,Philippines,,
Nabunturan,Compostela Valley,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Mangaldan,Pangasinan,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Santo Domingo,Ilocos Sur,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Camalaniugan,Cagayan,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Mangaldan,Pangasinan,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Munoz,Nueva Ecija,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Buenavista,Agusan del Norte,Philippines,,
Mawab,Compostela Valley,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Tubo,Abra,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Nabunturan,Compostela Valley,Philippines,,
Buenavista,Agusan del Norte,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Munoz,Nueva Ecija,Philippines,,
Tubo,Abra,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Mangaldan,Pangasinan,Philippines,,
Mawab,Compostela Valley,Philippines,,
Trinidad,Bohol,Philippines,,
Buenavista,Agusan del Norte,Philippines,,
Bantay,Ilocos Sur,Philippines,17.5820178,120.3896288
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Tubo,Abra,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Mangaldan,Pangasinan,Philippines,,
Nabunturan,Compostela Valley,Philippines,,
Mawab,Compostela Valley,Philippines,,
Mangaldan,Pangasinan,Philippines,,
Opol,Misamis Oriental,Philippines,,
Bantay,Ilocos Sur,Philippines,17.5820178,120.3896288
Tubo,Abra,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Mangaldan,Pangasinan,Philippines,,
Mawab,Compostela Valley,Philippines,,
Mawab,Compostela Valley,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
Munoz,Nueva Ecija,Philippines,,
Opol,Misamis Oriental,Philippines,,
Tubo,Abra,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Buenavista,Agusan del Norte,Philippines,,
Mawab,Compostela Valley,Philippines,,
Bantay,Ilocos Sur,Philippines,17.5820178,120.3896288
Munoz,Nueva Ecija,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Tubo,Abra,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
Mangaldan,Pangasinan,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
Norala,South Cotabato,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Mangaldan,Pangasinan,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
Lupon,Davao Oriental,Philippines,,
Midsayap,North Cotabato,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
NA,Agusan del Norte,Philippines,,
Lupon,Davao Oriental,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Bacnotan,La Union,Philippines,16.7202558,120.3525941
NA,Agusan del Norte,Philippines,,
Lupon,Davao Oriental,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Munoz,Nueva Ecija,Philippines,,
NA,Agusan del Norte,Philippines,,
Braulio E. Dujali,Davao del Norte,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Santo Domingo,Ilocos Sur,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
NA,Agusan del Norte,Philippines,,
Surallah,South Cotabato,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Santo Domingo,Ilocos Sur,Philippines,,
Munoz,Nueva Ecija,Philippines,,
NA,Agusan del Norte,Philippines,,
Surallah,South Cotabato,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Balayan,Batangas,Philippines,13.9382014,120.7294838
NA,Agusan del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
NA,Agusan del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Midsayap,North Cotabato,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
NA,Agusan del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Bago City,Negros Occidental,Philippines,10.5382888,122.8351519
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
Remedios T. Romualdez,Agusan Del Norte,Philippines,,
